user_id,history,candidates,ground_truth
316,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 480: Jurassic Park (Genres: Adventure, Science Fiction; Language: en; Overview: Entrepreneur's dinosaur theme park fails; dinosaurs escape, chaos ensues.),Movie 589: Terminator 2: Judgment Day (Genres: Action, Thriller, Science Fiction; Language: en; Overview: John Connor is targeted; a protector is sent to save.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1097: E.T. the Extra-Terrestrial (Genres: Science Fiction, Adventure, Family, Fantasy; Language: en; Overview: Gentle alien befriends boy; illness leads to government intervention.),Movie 1573: Face/Off (Genres: Action, Crime, Science Fiction, Thriller; Language: en; Overview: Agent undergoes surgery to infiltrate terrorist's plot and family.),Movie 2009: Soylent Green (Genres: Mystery, Science Fiction, Thriller; Language: en; Overview: Detective uncovers state secret, targeted for murder in overpopulated Earth.),Movie 2021: Dune (Genres: Action, Science Fiction, Adventure; Language: en; Overview: War for Dune's Spice leads to betrayal and power struggles.),Movie 2968: Time Bandits (Genres: Family, Fantasy, Science Fiction, Adventure, Comedy; Language: en; Overview: Kevin joins six dwarfs on time-traveling treasure adventures.)",,
319,"Movie 556: The War Room (Genres: Documentary, History; Language: en; Overview: Documentary highlights Clinton campaign through spin doctors Carville and Stephanopoulos.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 1552: Con Air (Genres: Action, Thriller, Crime; Language: en; Overview: Criminals hijack a plane; Cameron Poe seeks family reunion.),Movie 1958: Terms of Endearment (Genres: Drama, Comedy; Language: en; Overview: Mother and daughter navigate life's challenges and relationships over years.),Movie 3077: 42 Up (Genres: Documentary, Foreign; Language: en; Overview: Michael Apted interviews British adults about life changes after seven years.),Movie 3289: Not One Less (Genres: Drama; Language: zh; Overview: Teacher Gao entrusts inexperienced Wei to protect his students' futures.),Movie 3555: U-571 (Genres: Action, Drama, Thriller, War; Language: en; Overview: Allies seize opportunity to capture Enigma after U-boat SOS.),Movie 3783: Croupier (Genres: Drama, Thriller; Language: en; Overview: Aspiring writer becomes croupier, struggles with gambling's consequences on life.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
321,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 593: The Silence of the Lambs (Genres: Crime, Drama, Thriller; Language: en; Overview: FBI trainee seeks clues from cannibal psychiatrist; chaos ensues.),Movie 1196: The Empire Strikes Back (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Luke trains with Yoda; rebels face capture and betrayal.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 2174: Beetlejuice (Genres: Fantasy, Comedy; Language: en; Overview: Young couple becomes poltergeists, seek help to scare new owners.),Movie 2513: Pet Sematary (Genres: Drama, Horror; Language: en; Overview: Family discovers cursed cemetery, leading to tragic consequences and decisions.),Movie 2607: Get Real (Genres: Drama, Romance; Language: en; Overview: Two boys in a British school discover love together.),Movie 2976: Bringing Out the Dead (Genres: Drama; Language: en; Overview: Burnt-out paramedic struggles with guilt and seeks escape from duties.),Movie 3275: The Boondock Saints (Genres: Action, Thriller, Crime; Language: en; Overview: Twin brothers combat Boston's criminals through God-inspired vigilante justice.)",,
326,"Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 898: The Philadelphia Story (Genres: Comedy, Romance; Language: en; Overview: Heiress Tracy Lord's wedding plans disrupted by ex-husband Dexter Haven.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1951: Oliver! (Genres: Drama, Family, Music; Language: en; Overview: Musical adaptation of Oliver Twist about an orphan and thieves.),Movie 2193: Willow (Genres: Adventure, Drama, Action; Language: en; Overview: Evil queen imprisons pregnant women; baby Elora escapes with Willow.),Movie 2968: Time Bandits (Genres: Family, Fantasy, Science Fiction, Adventure, Comedy; Language: en; Overview: Kevin joins six dwarfs on time-traveling treasure adventures.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3108: The Fisher King (Genres: Comedy, Drama; Language: en; Overview: Two troubled men seek the Holy Grail to redeem themselves.),Movie 3466: Heart and Souls (Genres: Fantasy, Drama, Comedy, Science Fiction, Romance; Language: en; Overview: Businessman reunites with childhood guardian angels for afterlife purpose.)",,
327,"Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 898: The Philadelphia Story (Genres: Comedy, Romance; Language: en; Overview: Heiress Tracy Lord's wedding plans disrupted by ex-husband Dexter Haven.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1272: Patton (Genres: Drama, History, War; Language: en; Overview: ""Patton"" depicts the general's WWII exploits and personal flaws.),Movie 2943: Indochine (Genres: Drama, Romance; Language: fr; Overview: French plantation owner Eliane sabotages daughter Camille's love for Jean-Baptiste.),Movie 3038: A Face in the Crowd (Genres: Drama; Language: en; Overview: Lonesome Rhodes rises from guitar picker to media and political star.),Movie 3090: Matewan (Genres: Drama; Language: en; Overview: ""Matewan"" portrays labor rights struggle against coal company exploitation.),Movie 3188: The Life and Times of Hank Greenberg (Genres: Documentary, Family; Language: en; Overview: Hank Greenberg's inspiring story through archival footage and interviews.),Movie 3749: Time Regained (Genres: Drama, Foreign; Language: fr; Overview: Proust reflects on memories of love, loss, and society.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
329,"Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 786: Eraser (Genres: Action, Drama, Mystery, Thriller; Language: en; Overview: U.S. Marshal protects witness, uncovers corruption, risks his life.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1552: Con Air (Genres: Action, Thriller, Crime; Language: en; Overview: Criminals hijack a plane; Cameron Poe seeks family reunion.),Movie 1951: Oliver! (Genres: Drama, Family, Music; Language: en; Overview: Musical adaptation of Oliver Twist about an orphan and thieves.),Movie 2140: The Dark Crystal (Genres: Fantasy; Language: en; Overview: Gelfling seeks crystal shard to restore order and defeat Skeksis.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3347: Never Cry Wolf (Genres: Action, Adventure, Drama; Language: en; Overview: Farley Mowat discovers wolves' true role in the ecosystem.),Movie 3466: Heart and Souls (Genres: Fantasy, Drama, Comedy, Science Fiction, Romance; Language: en; Overview: Businessman reunites with childhood guardian angels for afterlife purpose.),Movie 3740: Big Trouble in Little China (Genres: Action, Adventure, Comedy, Fantasy; Language: en; Overview: Trucker Jack battles sorcerer Lo Pan for Wang's green-eyed fiancée.)",,
331,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1552: Con Air (Genres: Action, Thriller, Crime; Language: en; Overview: Criminals hijack a plane; Cameron Poe seeks family reunion.),Movie 2269: Indecent Proposal (Genres: Drama; Language: en; Overview: Billionaire offers yuppie husband $1 million to spend night with wife.),Movie 2297: What Dreams May Come (Genres: Drama, Fantasy, Romance; Language: en; Overview: Chris Neilson risks hell to reunite with his wife, Annie.),Movie 2624: After Life (Genres: Fantasy, Drama; Language: ja; Overview: After death, choose one memory to keep for eternity.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3183: The Third Miracle (Genres: Drama; Language: en; Overview: Vatican investigates miracles of woman nominated for sainthood.),Movie 3547: Prick Up Your Ears (Genres: Drama; Language: en; Overview: Biographical drama of playwright Joe Orton and his tumultuous relationship.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
332,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 356: Forrest Gump (Genres: Comedy, Drama, Romance; Language: en; Overview: Forrest Gump: determination and love triumph over challenges and limitations.),Movie 515: The Remains of the Day (Genres: Drama, Romance; Language: en; Overview: Butler's decorum challenged by love and political tensions post-WWI.),Movie 527: Schindler's List (Genres: Drama, History, War; Language: en; Overview: Oskar Schindler saved over a thousand Jewish lives in WWII.),Movie 590: Dances with Wolves (Genres: Adventure, Drama, Western; Language: en; Overview: Wounded soldier finds hope, becomes hero, befriends Sioux tribe.),Movie 593: The Silence of the Lambs (Genres: Crime, Drama, Thriller; Language: en; Overview: FBI trainee seeks clues from cannibal psychiatrist; chaos ensues.),Movie 2028: Saving Private Ryan (Genres: Drama, History, War; Language: en; Overview: Ranger captain leads men to rescue brother behind enemy lines.),Movie 2947: Goldfinger (Genres: Adventure, Action, Thriller; Language: en; Overview: James Bond battles a villain to protect Fort Knox and economy.),Movie 3260: Howards End (Genres: Drama, Romance; Language: en; Overview: Merchant Ivory's adaptation explores class struggles in Edwardian England.),Movie 3893: Nurse Betty (Genres: Comedy, Crime, Thriller; Language: en; Overview: Betty lives in an alternate reality, embracing imaginary love.)",,
333,"Movie 39: Clueless (Genres: Comedy, Drama, Romance; Language: en; Overview: Cher, a popular matchmaker, learns lessons about love and identity.),Movie 52: Mighty Aphrodite (Genres: Comedy, Romance; Language: en; Overview: Father seeks son's mother, aiming to reform her lifestyle.),Movie 668: Pather Panchali (Genres: Drama; Language: bn; Overview: Apu's coming-of-age story in early 20th-century Bengal village.),Movie 898: The Philadelphia Story (Genres: Comedy, Romance; Language: en; Overview: Heiress Tracy Lord's wedding plans disrupted by ex-husband Dexter Haven.),Movie 907: The Gay Divorcee (Genres: Comedy, Music, Romance; Language: en; Overview: Guy unknowingly becomes involved in Mimi's deceptive love affair.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1394: Raising Arizona (Genres: Comedy, Crime; Language: en; Overview: Coen Brothers' absurd family story features a baby kidnapping chase.),Movie 1517: Austin Powers: International Man of Mystery (Genres: Science Fiction, Comedy, Crime; Language: en; Overview: Austin Powers, '60s spy, battles Dr. Evil with Vanessa's help.),Movie 2355: A Bug's Life (Genres: Adventure, Animation, Comedy, Family; Language: en; Overview: Ant Flik recruits warrior bugs to protect colony from grasshoppers.),Movie 3678: The Man with the Golden Arm (Genres: Crime, Drama, Romance; Language: en; Overview: Heroin addict Frankie struggles with rehabilitation in prison, 1955 film.)",,
336,"Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 480: Jurassic Park (Genres: Adventure, Science Fiction; Language: en; Overview: Entrepreneur's dinosaur theme park fails; dinosaurs escape, chaos ensues.),Movie 1097: E.T. the Extra-Terrestrial (Genres: Science Fiction, Adventure, Family, Fantasy; Language: en; Overview: Gentle alien befriends boy; illness leads to government intervention.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1831: Lost in Space (Genres: Adventure, Family, Science Fiction; Language: en; Overview: Robinsons attempt colonization; stowaway sabotages mission, leading to chaos.),Movie 2021: Dune (Genres: Action, Science Fiction, Adventure; Language: en; Overview: War for Dune's Spice leads to betrayal and power struggles.),Movie 2571: The Matrix (Genres: Action, Science Fiction; Language: en; Overview: In the 22nd century, a hacker joins rebels against computers.),Movie 3175: Galaxy Quest (Genres: Comedy, Family, Science Fiction; Language: en; Overview: 1970s sci-fi stars help aliens against oppressive regime in space.),Movie 3301: The Whole Nine Yards (Genres: Comedy, Crime; Language: en; Overview: Mobster in witness protection faces neighbors seeking criminal involvement again.),Movie 3660: Puppet Master (Genres: Horror; Language: en; Overview: Puppet maker's potion animates demons; psychics seek to stop chaos.)",,
337,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 480: Jurassic Park (Genres: Adventure, Science Fiction; Language: en; Overview: Entrepreneur's dinosaur theme park fails; dinosaurs escape, chaos ensues.),Movie 493: Menace II Society (Genres: Drama, Action, Crime; Language: en; Overview: Menace II Society follows Caine's challenging coming-of-age summer journey.),Movie 1606: Kull the Conqueror (Genres: Adventure, Fantasy, Action, Science Fiction; Language: en; Overview: Kull defeats king, battles witch queen Akivasha to save kingdom.),Movie 2263: The Seventh Sign (Genres: Horror, Thriller, Mystery, Fantasy; Language: en; Overview: Pregnant Abby's new boarder accelerates Apocalypse through biblical chaos.),Movie 2355: A Bug's Life (Genres: Adventure, Animation, Comedy, Family; Language: en; Overview: Ant Flik recruits warrior bugs to protect colony from grasshoppers.),Movie 2571: The Matrix (Genres: Action, Science Fiction; Language: en; Overview: In the 22nd century, a hacker joins rebels against computers.),Movie 3175: Galaxy Quest (Genres: Comedy, Family, Science Fiction; Language: en; Overview: 1970s sci-fi stars help aliens against oppressive regime in space.),Movie 3355: The Ninth Gate (Genres: Horror, Mystery, Thriller; Language: en; Overview: Book dealer's quest for rare book leads to danger and deception.),Movie 3489: Hook (Genres: Adventure, Fantasy, Comedy, Family; Language: en; Overview: Peter Pan becomes a lawyer; Hook kidnaps his children, redemption follows.)",,
338,"Movie 902: Breakfast at Tiffany's (Genres: Comedy, Drama, Romance; Language: en; Overview: Holly and Paul fall in love; her past complicates romance.),Movie 1129: Escape from New York (Genres: Science Fiction, Action; Language: en; Overview: Manhattan prison holds criminals; soldier Snake Plissken must rescue President.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 2467: The Name of the Rose (Genres: Drama, Thriller, Mystery; Language: en; Overview: William of Baskerville investigates murders at a monastery, defying authority.),Movie 2852: A Soldier's Story (Genres: Drama, Mystery, War; Language: en; Overview: Black sergeant killed; lawyer investigates prejudice and deception in Tynen.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3175: Galaxy Quest (Genres: Comedy, Family, Science Fiction; Language: en; Overview: 1970s sci-fi stars help aliens against oppressive regime in space.),Movie 3301: The Whole Nine Yards (Genres: Comedy, Crime; Language: en; Overview: Mobster in witness protection faces neighbors seeking criminal involvement again.),Movie 3893: Nurse Betty (Genres: Comedy, Crime, Thriller; Language: en; Overview: Betty lives in an alternate reality, embracing imaginary love.)",,
339,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1272: Patton (Genres: Drama, History, War; Language: en; Overview: ""Patton"" depicts the general's WWII exploits and personal flaws.),Movie 2028: Saving Private Ryan (Genres: Drama, History, War; Language: en; Overview: Ranger captain leads men to rescue brother behind enemy lines.),Movie 2076: Blue Velvet (Genres: Crime, Drama, Mystery, Thriller; Language: en; Overview: Severed ear sparks investigation into kidnapped singer's child and criminals.),Movie 2194: The Untouchables (Genres: Crime, Drama, History, Thriller; Language: en; Overview: Elliot Ness teams with Malone to battle corrupt Al Capone.),Movie 2620: This Is My Father (Genres: Drama, Romance; Language: en; Overview: Kieran discovers his true heritage and seeks answers in Ireland.),Movie 2943: Indochine (Genres: Drama, Romance; Language: fr; Overview: French plantation owner Eliane sabotages daughter Camille's love for Jean-Baptiste.),Movie 3090: Matewan (Genres: Drama; Language: en; Overview: ""Matewan"" portrays labor rights struggle against coal company exploitation.),Movie 3451: Guess Who's Coming to Dinner (Genres: Comedy, Drama, Romance; Language: en; Overview: Couple's attitudes challenged when daughter brings home black fiancé.)",,
342,"Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 356: Forrest Gump (Genres: Comedy, Drama, Romance; Language: en; Overview: Forrest Gump: determination and love triumph over challenges and limitations.),Movie 1097: E.T. the Extra-Terrestrial (Genres: Science Fiction, Adventure, Family, Fantasy; Language: en; Overview: Gentle alien befriends boy; illness leads to government intervention.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1356: Star Trek: First Contact (Genres: Science Fiction, Action, Adventure, Thriller; Language: en; Overview: Borg threaten Earth; Picard pursues them through time to stop.),Movie 1517: Austin Powers: International Man of Mystery (Genres: Science Fiction, Comedy, Crime; Language: en; Overview: Austin Powers, '60s spy, battles Dr. Evil with Vanessa's help.),Movie 2396: Shakespeare in Love (Genres: Romance, History; Language: en; Overview: Shakespeare's unwritten comedy transforms into tragedy through forbidden love.),Movie 2571: The Matrix (Genres: Action, Science Fiction; Language: en; Overview: In the 22nd century, a hacker joins rebels against computers.),Movie 2683: Austin Powers: The Spy Who Shagged Me (Genres: Adventure, Comedy, Crime, Science Fiction; Language: en; Overview: Austin Powers travels to the '60s to stop Dr. Evil.),Movie 3471: Close Encounters of the Third Kind (Genres: Science Fiction, Drama; Language: en; Overview: UFO encounter compels worker to wilderness for a spectacular event.)",,
343,"Movie 899: Singin' in the Rain (Genres: Comedy, Music, Romance; Language: en; Overview: Silent film stars face romance and voice challenges in Hollywood.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1855: Krippendorf's Tribe (Genres: Comedy, Drama, Family; Language: en; Overview: Anthropologist fabricates tribe with children's help, facing rival's threat.),Movie 2021: Dune (Genres: Action, Science Fiction, Adventure; Language: en; Overview: War for Dune's Spice leads to betrayal and power struggles.),Movie 2315: Bride of Chucky (Genres: Horror, Comedy; Language: en; Overview: Chucky and Tiffany embark on a murderous spree along Route 66.),Movie 2378: Police Academy (Genres: Comedy, Crime; Language: en; Overview: New rules allow anyone to join police; Mahoney faces challenges.),Movie 2502: Office Space (Genres: Comedy, Crime; Language: en; Overview: Three workers plot to embezzle money from their employers.),Movie 2642: Superman III (Genres: Comedy, Action, Adventure, Fantasy, Science Fiction; Language: en; Overview: Ross Webster hires Gus Gorman to create synthetic kryptonite against Superman.),Movie 3258: Death Becomes Her (Genres: Fantasy, Comedy; Language: en; Overview: Madeline, Helen, and Ernest face complications from a magic potion.),Movie 3740: Big Trouble in Little China (Genres: Action, Adventure, Comedy, Fantasy; Language: en; Overview: Trucker Jack battles sorcerer Lo Pan for Wang's green-eyed fiancée.)",,
346,"Movie 157: Canadian Bacon (Genres: Action, Comedy; Language: en; Overview: ""Canadian Bacon: Moore's comedy on war, Candy's final film.""),Movie 900: An American in Paris (Genres: Drama, Comedy, Music, Romance; Language: en; Overview: American painter in Paris navigates friendship, love, and ambition.),Movie 907: The Gay Divorcee (Genres: Comedy, Music, Romance; Language: en; Overview: Guy unknowingly becomes involved in Mimi's deceptive love affair.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1390: My Fellow Americans (Genres: Comedy, Drama; Language: en; Overview: Former Presidents flee from scandal, seeking evidence to prove innocence.),Movie 2016: The Apple Dumpling Gang Rides Again (Genres: Comedy, Family, Western; Language: en; Overview: Amos and Theodore face comic trouble in army supply theft.),Movie 2297: What Dreams May Come (Genres: Drama, Fantasy, Romance; Language: en; Overview: Chris Neilson risks hell to reunite with his wife, Annie.),Movie 2539: Analyze This (Genres: Comedy, Crime; Language: en; Overview: Mafia racketeer seeks therapy for panic attacks; psychiatrist faces challenges.),Movie 3549: Guys and Dolls (Genres: Comedy, Music, Romance; Language: en; Overview: Gambler and missionary fall in love amid a hidden bet.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
349,"Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 480: Jurassic Park (Genres: Adventure, Science Fiction; Language: en; Overview: Entrepreneur's dinosaur theme park fails; dinosaurs escape, chaos ensues.),Movie 508: Philadelphia (Genres: Drama; Language: en; Overview: Two lawyers unite against AIDS discrimination, overcoming prejudice and corruption.),Movie 527: Schindler's List (Genres: Drama, History, War; Language: en; Overview: Oskar Schindler saved over a thousand Jewish lives in WWII.),Movie 555: True Romance (Genres: Action, Thriller, Crime, Romance; Language: en; Overview: Clarence marries Alabama, steals cocaine, and faces vengeful pursuers.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1953: The French Connection (Genres: Action, Crime, Thriller; Language: en; Overview: Detective Doyle pursues a French dealer linked to heroin smuggling.),Movie 2028: Saving Private Ryan (Genres: Drama, History, War; Language: en; Overview: Ranger captain leads men to rescue brother behind enemy lines.),Movie 2502: Office Space (Genres: Comedy, Crime; Language: en; Overview: Three workers plot to embezzle money from their employers.),Movie 3688: Porky's (Genres: Comedy; Language: en; Overview: In 1954, teens seek revenge on nightclub owner and sheriff.)",,
351,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 480: Jurassic Park (Genres: Adventure, Science Fiction; Language: en; Overview: Entrepreneur's dinosaur theme park fails; dinosaurs escape, chaos ensues.),Movie 527: Schindler's List (Genres: Drama, History, War; Language: en; Overview: Oskar Schindler saved over a thousand Jewish lives in WWII.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1610: The Hunt for Red October (Genres: Action, Adventure, Thriller; Language: en; Overview: Soviet sub vanishes; U.S. Navy and CIA investigate possible intentions.),Movie 2028: Saving Private Ryan (Genres: Drama, History, War; Language: en; Overview: Ranger captain leads men to rescue brother behind enemy lines.),Movie 2692: Run Lola Run (Genres: Action, Drama, Thriller; Language: de; Overview: Lola must quickly raise money to save Manni from danger.),Movie 2918: Ferris Bueller's Day Off (Genres: Comedy; Language: en; Overview: Ferris Bueller skips school in Chicago with friends and girlfriend.),Movie 3275: The Boondock Saints (Genres: Action, Thriller, Crime; Language: en; Overview: Twin brothers combat Boston's criminals through God-inspired vigilante justice.)",,
352,"Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1552: Con Air (Genres: Action, Thriller, Crime; Language: en; Overview: Criminals hijack a plane; Cameron Poe seeks family reunion.),Movie 1677: Critical Care (Genres: Comedy, Drama; Language: en; Overview: Resident navigates family conflict over father's care and estate.),Movie 1914: Smoke Signals (Genres: Drama, Comedy; Language: en; Overview: Thomas helps Victor retrieve his father's remains after Arnold's death.),Movie 2475: 52 Pick-Up (Genres: Crime, Drama, Thriller; Language: en; Overview: Manufacturer faces blackmail over affair, jeopardizing wife’s political campaign.),Movie 2712: Eyes Wide Shut (Genres: Mystery, Drama; Language: en; Overview: Dr. Bill explores erotic fantasies, joining an overwhelming underground group.),Movie 2805: Mickey Blue Eyes (Genres: Comedy, Crime, Romance; Language: en; Overview: Auctioneer proposes to mafia kingpin's daughter, faces unexpected demands.),Movie 2976: Bringing Out the Dead (Genres: Drama; Language: en; Overview: Burnt-out paramedic struggles with guilt and seeks escape from duties.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3158: The Emperor and the Assassin (Genres: Drama, History; Language: zh; Overview: King of Qin sends concubine; loyalty falters amid cruelty.)",,
355,"Movie 267: Major Payne (Genres: Adventure, Comedy, Family; Language: en; Overview: Marine officer becomes JROTC leader for struggling students post-service.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 2431: Patch Adams (Genres: Comedy, Drama; Language: en; Overview: Patch Adams: unconventional doctor using humor to heal patients.),Movie 2539: Analyze This (Genres: Comedy, Crime; Language: en; Overview: Mafia racketeer seeks therapy for panic attacks; psychiatrist faces challenges.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3452: Romeo Must Die (Genres: Action, Crime, Thriller; Language: en; Overview: Two gangs vie for power in Oakland's docks, leading to betrayal.),Movie 3555: U-571 (Genres: Action, Drama, Thriller, War; Language: en; Overview: Allies seize opportunity to capture Enigma after U-boat SOS.),Movie 3615: Dinosaur (Genres: Animation, Family; Language: en; Overview: Orphaned dinosaur, raised by lemurs, seeks sanctuary after disaster.),Movie 3879: The Art of War (Genres: Crime, Action, Adventure; Language: en; Overview: Terrorists frame expert Shaw; he must prevent World War III.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
