user_id,groundtruth,top10_recommendations
1009,"[641, 2306, 2312, 765, 1174, 662, 1817, 924, 1451, 302, 1327, 1974, 2112, 1220, 458, 842, 1871, 721, 857, 866, 739, 740, 1763, 359, 1255, 364, 1774, 755, 1907, 2165, 758, 893, 767]","[830, 139, 1669, 1225, 1010, 857, 1030, 541, 1451, 1208]"
1014,"[2048, 2050, 16, 529, 1554, 31, 1571, 574, 1093, 582, 1609, 594, 2143, 101, 2158, 624, 2172, 1661, 640, 1156, 1165, 662, 1687, 667, 2214, 691, 196, 1221, 1734, 712, 1225, 1741, 206, 725, 2262, 731, 734, 2270, 1758, 1760, 738, 1766, 231, 1768, 747, 2284, 748, 750, 1777, 2290, 755, 760, 1789, 768, 2305, 774, 775, 780, 785, 791, 1304, 1817, 796, 2339, 1320, 2349, 302, 1327, 1851, 1859, 324, 1864, 1866, 1365, 1370, 1380, 1896, 878, 2418, 1906, 2423, 1402, 893, 1919, 1416, 1417, 2442, 1934, 1944, 930, 940, 1968, 1970, 435, 1459, 1976, 1978, 965, 454, 1481, 970, 466, 2008, 1004, 1516, 2035, 1016]","[2144, 774, 657, 2048, 760, 31, 768, 968, 577, 784]"
1015,"[1157, 1669, 7, 1447, 1609, 1624, 206, 220, 1044, 787, 1174, 316, 1016, 1276]","[856, 382, 232, 206, 26, 137, 1669, 1402, 1817, 667]"
1016,"[2432, 2050, 1669, 1285, 2184, 2339, 37, 1577, 1193, 1205, 310, 309, 1594, 1982, 2125, 1751, 2395, 356, 746, 1774, 1523, 2423, 765, 382]","[765, 165, 738, 2165, 775, 1202, 670, 2125, 748, 541]"
1017,"[1248, 541, 738, 168, 2090, 237, 1779, 1205, 2269, 2108, 349, 670, 1183]","[765, 1205, 738, 780, 627, 541, 379, 837, 670, 1669]"
1018,"[768, 769, 1415, 393, 1675, 1020, 1935, 783, 657, 1554, 787, 786, 661, 22, 1687, 1174, 665, 1177, 1179, 281, 1181, 1176, 410, 288, 1833, 2171, 2220, 2351, 2223, 1202, 695, 440, 191, 1728, 575, 1986, 578, 576, 2124, 1749, 1878, 2392, 344, 2011, 2269, 1502, 349, 1376, 2144, 738, 2149, 2026, 747, 1516, 508, 1647, 1429, 754, 2419, 2299, 1660]","[657, 737, 1827, 2048, 189, 658, 1687, 768, 31, 857]"
1019,"[1248, 1828, 837, 68, 748, 430, 1584, 1169, 2259, 245, 218, 123, 1629]","[837, 765, 627, 206, 975, 541, 1885, 1417, 1248, 165]"
1020,"[738, 744, 586, 752, 1169, 2259, 1875, 1174, 567, 760, 2299, 541]","[541, 737, 577, 2049, 784, 759, 760, 1827, 154, 189]"
1021,"[674, 1481, 2409, 1225, 1868, 1179, 1010, 341, 1974, 663, 1718, 1016, 155, 667, 2143, 1631]","[787, 1817, 968, 191, 171, 1447, 933, 830, 304, 324]"
1028,"[1760, 1728, 1859, 2214, 806, 1293, 722, 1171, 1172, 1493, 1621, 723, 792, 762, 2075, 2076, 382]","[760, 1810, 632, 1446, 1451, 1442, 986, 667, 2312, 495]"
1029,"[1124, 838, 840, 975, 1776, 528, 850, 785, 948, 1461, 854, 183, 93, 829, 1534]","[2165, 309, 1211, 794, 379, 975, 226, 204, 748, 627]"
1030,"[352, 165, 1926, 1448, 2185, 204, 1774, 2319, 688, 1777, 1778, 1459, 1975, 2235, 1533, 478, 639]","[765, 1776, 1885, 1554, 1206, 850, 1417, 688, 165, 1370]"
1032,"[1668, 357, 165, 100, 2185, 1455, 562, 572, 1688, 2298, 2171, 2268, 478, 1310]","[765, 1310, 1202, 2165, 1554, 541, 2284, 2125, 1776, 627]"
1033,"[2185, 1162, 1168, 790, 2227, 2112, 1734, 1735, 2248, 586, 590, 1618, 2262, 1247, 1887, 740, 742, 617, 1259, 1906, 2036, 2422]","[1778, 1211, 318, 573, 2235, 1808, 1806, 2130, 2248, 776]"
1037,"[1344, 2303, 1861, 231, 1608, 393, 331, 1420, 341, 278, 438, 856, 2302, 735]","[632, 191, 1907, 976, 189, 341, 1817, 12, 784, 1868]"
1039,"[2050, 1795, 1669, 1808, 1299, 1171, 661, 1687, 665, 1179, 285, 31, 167, 2087, 2215, 2093, 2221, 1839, 1584, 1458, 189, 327, 1871, 1499, 347, 989, 737, 738, 739, 740, 1380, 745, 748, 760, 1010, 754, 1784, 380]","[777, 740, 670, 738, 382, 1687, 1179, 1502, 1004, 761]"
1043,"[1795, 1827, 741, 1347, 1251, 1418, 426, 1388, 1295, 657, 1299, 627, 1304, 1182]","[2049, 541, 2090, 777, 657, 784, 478, 738, 780, 746]"
1049,"[1537, 1157, 1669, 148, 154, 285, 1451, 1584, 189, 191, 1225, 85, 1629, 1124, 360, 1517, 2419, 380, 382]","[1669, 1030, 1451, 1225, 1784, 382, 830, 139, 341, 856]"
1050,"[1280, 768, 2050, 1668, 904, 1419, 139, 1421, 144, 785, 1810, 2072, 793, 1944, 541, 798, 159, 1696, 1310, 930, 418, 38, 1447, 938, 683, 299, 2045, 1459, 1719, 1976, 823, 1848, 189, 1985, 2113, 450, 68, 837, 204, 206, 975, 338, 85, 726, 602, 347, 1244, 1885, 218, 1248, 739, 740, 2149, 2406, 2151, 2153, 1258, 1516, 237, 626, 2419, 2164, 2420, 245, 884, 379, 1659, 380, 1277, 382]","[1537, 904, 85, 1004, 1871, 461, 216, 1688, 1154, 351]"
1051,"[768, 705, 288, 1767, 2123, 1868, 1451, 594, 1173, 572]","[632, 976, 787, 760, 1012, 145, 1907, 1868, 768, 1773]"
1052,"[803, 1668, 2343, 1257, 1771, 1647, 1776, 754, 755, 379, 1174, 1719, 665, 1530, 2299, 765]","[1776, 765, 1205, 379, 776, 748, 2165, 309, 670, 578]"
1053,"[1089, 34, 938, 1643, 434, 1554, 948, 1209, 922, 1211, 1788]","[743, 1211, 1885, 6, 109, 843, 66, 621, 1124, 2339]"
1056,"[800, 738, 1219, 1796, 803, 583, 1833, 1419, 588, 1554, 2419, 759, 632, 730, 379, 765]","[632, 2125, 765, 379, 760, 566, 1310, 738, 768, 748]"
1057,"[1280, 1156, 1669, 1925, 774, 777, 2186, 782, 16, 1810, 19, 22, 1818, 1691, 541, 800, 1571, 165, 1706, 1202, 1474, 975, 336, 850, 733, 1631, 738, 744, 1516, 878, 753, 1010, 379, 2419, 1779, 2299, 638]","[541, 765, 165, 379, 1554, 670, 738, 478, 850, 341]"
1058,"[1795, 1828, 1450, 830, 1810, 856, 760, 2074, 731, 1916, 1661, 766, 1183]","[218, 830, 495, 191, 1447, 1868, 206, 1810, 1451, 31]"
1061,"[0, 771, 7, 784, 662, 1175, 795, 1181, 803, 1451, 572, 1861, 1350, 1734, 586, 588, 1493, 725, 857, 989, 2146, 356, 744, 746, 1515, 2284, 1776, 1010, 2164, 2299, 382]","[760, 777, 1257, 1881, 2048, 2049, 1827, 1861, 784, 2271]"
1063,"[996, 165, 1417, 206, 1784, 2226, 856, 895, 1432, 91, 1343]","[1784, 780, 379, 165, 206, 765, 1669, 1554, 670, 382]"
1067,"[1669, 1030, 7, 2181, 1157, 1286, 1932, 1421, 2318, 1687, 2075, 2076, 157, 924, 1451, 1452, 186, 73, 845, 1871, 1744, 1745, 1234, 1883, 220, 1119, 1760, 227, 996, 101, 357, 1386, 107, 1517, 878, 495, 1016]","[383, 91, 537, 1451, 26, 781, 1030, 1974, 989, 1389]"
1068,"[1024, 129, 19, 1556, 1046, 1820, 668, 417, 33, 1571, 419, 681, 682, 432, 53, 2236, 61, 65, 327, 970, 1611, 1617, 986, 91, 2397, 1631, 1634, 1380, 1896, 1403, 124, 1919]","[1137, 1817, 1362, 191, 787, 1908, 2017, 175, 632, 235]"
1070,"[1669, 12, 2157, 1008, 1498, 1234, 1170, 594, 341, 1302, 2359, 790, 1754, 794, 1629, 639]","[1776, 765, 541, 837, 850, 1554, 627, 379, 309, 206]"
1071,"[1474, 2082, 567, 1687, 745, 574, 1879, 1935, 1202, 1171, 341, 823, 760, 569, 91, 830]","[1451, 780, 1810, 206, 541, 739, 341, 379, 670, 737]"
1072,"[738, 806, 1322, 1259, 12, 1809, 1043, 1427, 1941, 787, 1624, 507, 574]","[1451, 382, 632, 760, 191, 976, 1810, 167, 1515, 1481]"
1073,"[1024, 1858, 1091, 740, 231, 778, 845, 782, 850, 341, 309, 1174, 573, 383]","[165, 670, 740, 1459, 778, 1451, 231, 738, 845, 1470]"
1076,"[768, 1795, 1801, 1169, 148, 1180, 1826, 2235, 1982, 574, 1728, 1091, 458, 2123, 1490, 341, 986, 738, 1380, 359, 1257, 746, 2031, 1647, 627, 759, 632, 1789, 766]","[189, 760, 1447, 2049, 1827, 139, 154, 2093, 359, 1251]"
1077,"[160, 705, 1145, 1443, 231, 232, 1772, 728, 1300, 856, 24, 218]","[2360, 1907, 176, 1738, 787, 1012, 137, 1342, 36, 632]"
1085,"[0, 2306, 1154, 1030, 6, 2184, 1554, 22, 1687, 1178, 924, 1183, 1696, 930, 418, 2349, 302, 1327, 1326, 433, 1205, 1849, 191, 321, 1475, 1866, 462, 1361, 730, 474, 91, 218, 1760, 232, 2026, 2284, 1389, 1776, 2418, 1906, 1784, 2172, 765, 767]","[139, 189, 1154, 1211, 1784, 1554, 499, 1030, 226, 765]"
1086,"[0, 1281, 1669, 1929, 1419, 1931, 914, 1299, 22, 1687, 666, 795, 2090, 1451, 569, 572, 189, 830, 574, 578, 452, 331, 845, 975, 466, 1886, 478, 1251, 996, 742, 2409, 750, 2287, 755, 884, 1907, 2419, 1785, 1274, 379]","[1687, 1696, 541, 189, 670, 1451, 657, 2090, 737, 1810]"
1087,"[2048, 1537, 2050, 1416, 1417, 139, 140, 2319, 1168, 17, 914, 403, 533, 1046, 791, 1176, 1177, 1178, 667, 924, 670, 31, 1055, 801, 1318, 1447, 553, 1450, 943, 1972, 183, 567, 569, 570, 1339, 1728, 2114, 1219, 1989, 837, 1225, 1610, 2124, 1741, 206, 975, 1875, 85, 1877, 341, 1624, 1368, 857, 1629, 1374, 349, 608, 1380, 740, 1254, 1768, 745, 2026, 1516, 1389, 622, 750, 1774, 495, 1906, 2419, 379, 1649, 1910, 1403, 895]","[206, 189, 341, 382, 830, 31, 667, 787, 218, 1225]"
1093,"[739, 2087, 745, 784, 528, 1299, 1877, 823, 1178, 347, 31, 1855]","[189, 856, 780, 1810, 737, 830, 31, 667, 778, 739]"
1096,"[2016, 1730, 2339, 740, 100, 2151, 794, 904, 206, 1327, 1972, 1848, 186, 795, 2172, 2334, 351]","[245, 165, 780, 1584, 837, 975, 1669, 379, 1885, 1554]"
1098,"[2087, 748, 1421, 751, 1810, 1875, 725, 662, 1046, 309, 1276, 382, 31]","[1810, 541, 31, 572, 206, 1010, 382, 2049, 341, 670]"
1099,"[426, 2050, 1157, 1450, 1035, 427, 1130, 778, 111, 139, 785, 914, 791, 113, 887, 1049]","[1317, 1208, 686, 111, 1600, 1569, 1659, 218, 1684, 791]"
1100,"[385, 1669, 776, 2442, 139, 781, 17, 1554, 1810, 659, 658, 785, 1944, 541, 1182, 43, 1454, 1456, 823, 954, 1212, 1981, 577, 326, 1485, 213, 1877, 1378, 738, 740, 748, 113, 1784, 121, 764, 767]","[670, 780, 165, 206, 1554, 379, 738, 740, 541, 748]"
1104,"[578, 1509, 1450, 780, 975, 850, 1202, 1046, 1975, 478]","[206, 765, 1669, 189, 737, 165, 1225, 738, 1810, 780]"
1111,"[1024, 1030, 2439, 139, 1804, 1421, 12, 1295, 1042, 26, 155, 797, 806, 2222, 1202, 823, 1208, 1975, 1210, 318, 2238, 830, 2115, 68, 197, 1866, 204, 2125, 462, 206, 594, 1875, 2008, 857, 730, 1756, 738, 739, 740, 1380, 356, 237, 626, 1907, 1906, 1784, 1402, 2431]","[1451, 206, 1225, 830, 1030, 778, 91, 739, 740, 383]"
1112,"[1152, 2433, 1669, 1030, 904, 139, 780, 1554, 658, 788, 276, 662, 1049, 165, 1317, 1581, 2349, 2227, 1972, 578, 964, 1350, 968, 206, 1880, 349, 478, 2270, 1886, 1760, 746, 1516, 1389, 750, 1650, 1906, 1402, 1790, 2047]","[1810, 1827, 139, 2270, 206, 541, 478, 1784, 572, 760]"
1113,"[1889, 806, 1645, 845, 1876, 566, 567, 1240, 2172, 573, 574]","[1211, 1934, 2339, 1584, 1926, 6, 1645, 1451, 2363, 778]"
1114,"[2049, 1220, 165, 1296, 470, 759, 2424, 1210, 189, 1311]","[765, 1310, 1202, 359, 1523, 189, 817, 379, 31, 2144]"
1115,"[0, 738, 740, 1350, 1450, 1419, 1004, 139, 1131, 722, 1299, 372, 1684, 566, 1276, 1183]","[1810, 768, 1827, 737, 2270, 577, 2048, 478, 189, 572]"
1116,"[1280, 769, 0, 6, 1287, 390, 265, 1554, 1403, 924, 1055, 1311, 1183, 1570, 2335, 1322, 2090, 1836, 1709, 1790, 562, 1459, 1205, 1973, 1975, 1208, 1210, 1092, 837, 1483, 845, 2129, 850, 341, 2389, 986, 1883, 1886, 351, 1760, 1889, 737, 996, 1638, 1257, 1259, 1388, 750, 752, 497, 498, 1776, 240, 245, 627, 1784, 1659, 766]","[1205, 231, 379, 627, 1554, 765, 1004, 975, 778, 830]"
1118,"[1793, 1282, 1416, 1292, 782, 1806, 1934, 1296, 1938, 661, 663, 1687, 1178, 795, 1435, 802, 2089, 1706, 688, 1202, 1591, 829, 1600, 1858, 327, 2248, 2130, 1886, 1380, 1898, 2285, 379, 1012, 2419, 1014, 1016, 761, 762, 763, 380, 765, 382, 767]","[578, 2125, 765, 541, 1600, 379, 1554, 2284, 740, 577]"
1119,"[1157, 2181, 775, 2183, 1926, 2186, 394, 271, 1296, 1810, 2067, 149, 1817, 2074, 1179, 281, 541, 1438, 31, 160, 1439, 795, 670, 1317, 1534, 426, 427, 1836, 2090, 683, 1968, 1458, 569, 573, 1214, 1470, 1600, 63, 830, 1089, 1946, 1861, 326, 842, 1231, 850, 2262, 854, 985, 474, 349, 1886, 351, 1629, 740, 1383, 231, 618, 1259, 1388, 237, 622, 624, 113, 242, 754, 2419, 118, 1274, 1532, 1277, 382, 1023]","[1584, 379, 1554, 738, 1926, 670, 1600, 1836, 573, 740]"
1120,"[768, 781, 657, 1055, 806, 1447, 167, 1706, 1450, 2221, 1974, 828, 85, 342, 87, 733, 1886, 226, 740, 100, 231, 1907, 2291, 1141, 889]","[382, 383, 206, 830, 218, 232, 781, 1810, 91, 1342]"
1123,"[0, 1926, 1030, 148, 1684, 1944, 541, 803, 1202, 435, 1972, 1973, 1210, 578, 1730, 1735, 845, 1358, 975, 850, 987, 1500, 1889, 737, 740, 113, 766]","[1208, 2090, 777, 541, 1687, 2048, 1317, 740, 738, 341]"
1124,"[0, 780, 403, 787, 1816, 794, 417, 1442, 2082, 36, 2087, 1968, 186, 1339, 843, 1108, 1624, 1371, 618, 1010, 1014, 895]","[1885, 525, 1451, 991, 1517, 1030, 206, 537, 26, 383]"
1127,"[770, 1927, 1169, 1174, 278, 154, 795, 541, 804, 2351, 2353, 695, 568, 576, 577, 1345, 1731, 578, 1220, 586, 722, 344, 856, 474, 857, 737, 1766, 1257, 497, 762, 508]","[2049, 661, 761, 2124, 2299, 577, 576, 777, 784, 541]"
1128,"[803, 1380, 1157, 1926, 1584, 1777, 1010, 753, 1618, 1205, 1944, 1691]","[379, 1584, 1554, 206, 1451, 1926, 765, 627, 1669, 231]"
1129,"[768, 2307, 1927, 784, 666, 1691, 1182, 1447, 1450, 695, 2238, 577, 1985, 91, 1251, 740, 357, 1509, 2409, 1516, 1774, 1777]","[541, 777, 189, 830, 31, 755, 784, 780, 737, 761]"
1130,"[771, 1219, 777, 2351, 1650, 1938, 189, 1942, 2230, 1179, 765]","[737, 986, 189, 2270, 1810, 495, 478, 577, 154, 101]"
1131,"[1600, 280, 740, 1774, 1295, 1968, 1327, 1554, 914, 755, 2165, 1205, 22, 854, 1274, 1691, 670]","[1554, 2339, 2165, 309, 165, 1205, 837, 627, 670, 829]"
1132,"[737, 578, 738, 100, 2042, 1447, 1225, 754, 2424, 1178, 826, 382]","[206, 765, 1669, 1225, 780, 382, 1010, 165, 1810, 341]"
1133,"[1024, 1280, 1762, 1281, 2052, 1669, 165, 1178, 2409, 1225, 745, 780, 1326, 247, 1624, 1402, 1691, 189]","[379, 670, 165, 780, 22, 2125, 850, 754, 189, 341]"
1134,"[1089, 578, 1220, 840, 1448, 1546, 123, 108, 219, 1265, 1554, 379, 244, 1591, 2363]","[743, 2339, 938, 1089, 281, 1220, 1913, 109, 1836, 379]"
1136,"[2048, 2049, 2050, 1795, 2307, 131, 1927, 777, 1419, 1166, 533, 1817, 26, 2075, 1945, 1949, 1311, 1451, 1330, 1851, 572, 191, 580, 1350, 1997, 206, 1361, 2389, 856, 218, 220, 1629, 1758, 1756, 1760, 1504, 2402, 360, 617, 2409, 364, 1394, 382, 383]","[189, 206, 382, 341, 478, 1451, 165, 738, 754, 670]"
1137,"[739, 1030, 2024, 1642, 1866, 1932, 1358, 495, 177, 1974, 2170, 382, 31]","[1784, 2339, 1225, 1451, 2312, 206, 2151, 1927, 382, 139]"
1138,"[1091, 1636, 1925, 102, 1383, 1380, 2409, 2442, 331, 1419, 204, 914, 1046, 1784, 1817, 218, 1629, 1886]","[1451, 1907, 383, 1669, 26, 382, 231, 1972, 1361, 989]"
1139,"[770, 1162, 12, 148, 663, 667, 542, 803, 1451, 1205, 2230, 830, 1600, 1603, 68, 1862, 462, 1875, 343, 2269, 1378, 739, 740, 1251, 2150, 745, 2285, 1777, 755, 1779, 379]","[1310, 817, 1202, 1776, 750, 578, 775, 2144, 1530, 770]"
1140,"[1030, 778, 1419, 1554, 914, 1684, 789, 1304, 2209, 38, 426, 309, 316, 2110, 579, 582, 585, 587, 1745, 1240, 218, 91, 733, 225, 740, 2153, 1515, 1645, 625, 627, 884, 757, 1014, 1274, 765]","[780, 1451, 670, 740, 379, 341, 189, 778, 1810, 738]"
1141,"[382, 326, 1222, 1638, 2185, 1137, 1879, 794, 379, 1756, 1629, 222]","[1402, 382, 1030, 1451, 2113, 1225, 189, 341, 1784, 774]"
1142,"[1304, 2149, 165, 776, 745, 778, 748, 1584, 784, 661, 1656, 2302]","[478, 738, 784, 765, 740, 165, 737, 2125, 657, 760]"
1146,"[1953, 1634, 195, 738, 1508, 771, 1863, 1769, 458, 587, 1995, 236, 632, 754, 1878, 566, 1814, 2171]","[632, 1390, 2034, 805, 576, 101, 760, 1415, 1758, 1651]"
1149,"[1161, 19, 148, 1173, 1174, 2076, 1180, 2210, 803, 1827, 165, 2215, 1091, 1861, 2380, 462, 209, 2259, 217, 2270, 225, 738, 1251, 1252, 1259, 2161, 2418, 754, 372, 1270, 2299, 1151]","[218, 760, 2017, 986, 1827, 189, 101, 1041, 1447, 577]"
1150,"[1927, 2314, 778, 1554, 794, 924, 797, 688, 1842, 1205, 1974, 317, 1216, 325, 1350, 837, 1225, 1866, 76, 349, 351, 738, 1251, 226, 2406, 755, 889, 2045]","[991, 1310, 775, 817, 1402, 183, 68, 1202, 1523, 1225]"
1160,"[576, 577, 740, 2409, 1833, 721, 2418, 695, 541, 478]","[478, 541, 577, 760, 1310, 737, 744, 189, 349, 768]"
1163,"[1796, 1030, 135, 12, 781, 1810, 1046, 1047, 668, 1447, 2087, 1968, 53, 309, 827, 195, 196, 197, 1350, 1361, 1621, 1882, 731, 989, 225, 227, 1252, 867, 380, 2172]","[968, 495, 986, 1041, 830, 1756, 1091, 860, 1868, 1012]"
1164,"[2306, 739, 778, 1421, 2222, 146, 1310, 341, 731, 349, 189, 478, 1215]","[1784, 1451, 206, 1225, 341, 2339, 1030, 2171, 1926, 1402]"
1167,"[1926, 1030, 1350, 454, 778, 1131, 2026, 302, 16, 466, 1972, 85, 277, 189, 924, 93]","[139, 857, 1450, 1810, 206, 1675, 1030, 1784, 189, 780]"
1169,"[768, 2178, 1927, 647, 2442, 1675, 1935, 661, 1821, 1310, 674, 2343, 1838, 567, 569, 2234, 576, 2114, 1866, 2125, 2259, 1629, 232]","[770, 795, 784, 761, 776, 577, 787, 768, 541, 567]"
1171,"[1030, 16, 1809, 914, 17, 1552, 1300, 1044, 1561, 1183, 418, 36, 569, 331, 2387, 341, 1877, 216, 344, 91, 1760, 737, 2017, 1123, 231, 1384, 232, 1645, 246, 886, 380, 378, 1276]","[856, 904, 232, 1389, 347, 231, 2113, 351, 91, 1609]"
1175,"[1, 738, 2049, 1317, 1222, 2284, 1790, 753, 754, 658, 213, 541, 670]","[780, 738, 670, 2090, 1205, 541, 379, 1317, 803, 1687]"
1178,"[1856, 578, 740, 1156, 1861, 1252, 1256, 1225, 1872, 1776, 723, 1684, 1459, 627, 1624, 794, 379, 382]","[765, 578, 776, 2125, 688, 349, 2284, 738, 1776, 1790]"
1180,"[640, 769, 1287, 1162, 1168, 658, 276, 22, 1179, 930, 1701, 169, 1833, 430, 1584, 1211, 189, 318, 1729, 1219, 1989, 1225, 1872, 1874, 1875, 725, 854, 1499, 478, 95, 1638, 744, 747, 1389, 627, 1784, 1402, 2047]","[478, 438, 2406, 760, 1776, 737, 578, 738, 572, 579]"
1181,"[1474, 739, 579, 2052, 996, 839, 782, 146, 1875, 1012, 566, 760, 829, 1055]","[206, 1451, 670, 31, 165, 740, 739, 1669, 1554, 1687]"
1182,"[1889, 2178, 930, 1927, 1416, 744, 1322, 2091, 589, 1421, 594, 760, 667, 382]","[760, 737, 541, 577, 572, 2299, 1910, 2049, 803, 759]"
1183,"[226, 1570, 740, 1157, 2, 7, 806, 1386, 780, 975, 240, 16, 1206, 2135, 1207, 1210, 1407]","[1885, 245, 837, 318, 499, 226, 321, 975, 1974, 2135]"
1184,"[1216, 1024, 264, 746, 1323, 268, 627, 341, 1687, 568, 1402, 1947, 222, 670]","[1451, 165, 206, 739, 1669, 1225, 231, 379, 1584, 341]"
1185,"[2308, 1158, 775, 1735, 1835, 589, 718, 753, 850, 662, 695, 1531, 765]","[2034, 2090, 462, 478, 1790, 1004, 1317, 2125, 759, 657]"
1190,"[576, 2051, 1669, 2409, 1168, 850, 594, 760, 569, 667, 1310]","[760, 567, 576, 768, 737, 572, 579, 2299, 478, 577]"
1193,"[1152, 1030, 1417, 139, 1932, 783, 1041, 403, 1044, 533, 1304, 1049, 801, 1447, 1327, 828, 1609, 845, 850, 722, 1621, 85, 728, 857, 986, 347, 1498, 861, 479, 2017, 748, 2422, 2166, 380, 1789, 382, 2047]","[830, 985, 1079, 1447, 403, 382, 1342, 191, 1030, 2049]"
1195,"[0, 745, 778, 748, 2093, 657, 1554, 2259, 1907, 627, 662, 730, 91, 574]","[189, 830, 218, 541, 737, 1868, 1810, 191, 989, 1030]"
1197,"[280, 2339, 2115, 231, 2312, 1225, 2090, 2226, 2227, 216, 382]","[1885, 2115, 2151, 499, 1630, 938, 1924, 1205, 1404, 1154]"
1198,"[2048, 1537, 740, 781, 206, 914, 341, 889, 379, 1470]","[383, 856, 1470, 780, 1907, 778, 165, 382, 341, 2112]"
1201,"[1280, 770, 774, 2183, 776, 657, 914, 792, 1179, 668, 799, 806, 1448, 1789, 1450, 2090, 1327, 1456, 1459, 309, 184, 578, 1609, 1610, 2125, 975, 850, 89, 985, 347, 232, 108, 753, 1906, 379, 765]","[1885, 1211, 318, 837, 541, 1417, 975, 2090, 418, 740]"
1202,"[641, 1795, 1156, 1926, 904, 1931, 1932, 140, 1169, 914, 17, 274, 1174, 1560, 1817, 26, 154, 795, 541, 670, 417, 1571, 1576, 298, 683, 2221, 2349, 2223, 943, 2227, 1076, 1844, 567, 314, 1212, 189, 829, 317, 324, 1478, 975, 2135, 1624, 985, 987, 733, 1886, 349, 351, 225, 1635, 1251, 742, 1383, 1129, 1389, 1519, 1776, 495, 240, 1012, 2421, 2170, 2172, 127]","[495, 1817, 968, 1030, 2017, 206, 176, 191, 189, 1137]"
1206,"[774, 1171, 663, 1435, 157, 1696, 1826, 1451, 2348, 1584, 829, 1981, 189, 2374, 327, 845, 739, 755, 2047]","[780, 1584, 165, 379, 1554, 739, 2339, 740, 1926, 670]"
1208,"[738, 739, 740, 2284, 1421, 1584, 1301, 663, 794, 316, 2046]","[1205, 777, 738, 1776, 541, 165, 740, 748, 2165, 379]"
1210,"[2439, 778, 1169, 895, 1178, 1181, 798, 1310, 1842, 1079, 568, 830, 578, 196, 1350, 850, 723, 725, 857, 349, 1635, 1896, 2409, 746, 364, 2285, 1390, 749, 1648, 2161, 884, 1014, 1530, 1276, 2303]","[1810, 1827, 2093, 1251, 541, 139, 884, 857, 2270, 2049]"
1215,"[578, 2053, 2247, 1801, 746, 1322, 2124, 2284, 625, 914, 1939, 658, 662, 349]","[2125, 738, 850, 478, 670, 578, 349, 2284, 777, 740]"
1217,"[778, 1931, 784, 657, 663, 667, 541, 36, 167, 938, 1451, 1584, 189, 578, 196, 728, 857, 1498, 1910, 251, 382]","[541, 189, 1545, 2270, 777, 31, 572, 382, 154, 577]"
1218,"[738, 1124, 837, 902, 612, 1370, 2285, 2223, 309, 726, 1946, 93, 638]","[837, 1885, 1211, 1154, 1417, 954, 1584, 43, 1124, 639]"
1220,"[2306, 1282, 1414, 1926, 2184, 265, 780, 1293, 785, 916, 1304, 2074, 165, 2215, 1968, 1206, 1215, 841, 1871, 853, 85, 1499, 1629, 619, 2431]","[1154, 2339, 2, 499, 136, 1215, 1499, 843, 1004, 1465]"
1222,"[769, 580, 1178, 1225, 1934, 1423, 336, 657, 2226, 1139, 762, 349]","[1810, 780, 670, 1451, 478, 189, 206, 1926, 737, 22]"
1223,"[1152, 1793, 1025, 7, 1161, 1420, 1041, 1938, 146, 1809, 1171, 1300, 1175, 1177, 1178, 2333, 31, 1696, 1318, 2086, 1833, 1451, 1454, 2351, 1456, 2352, 306, 690, 567, 572, 316, 1727, 1855, 577, 580, 1221, 1096, 206, 2259, 724, 596, 1880, 857, 1754, 347, 217, 737, 2145, 742, 1898, 752, 754, 633, 380, 2046, 895]","[495, 737, 784, 577, 572, 768, 541, 2017, 2299, 1810]"
1226,"[225, 36, 1669, 167, 2382, 432, 1717, 1014, 1817, 2333, 668, 989, 830]","[968, 191, 1817, 1420, 304, 986, 2017, 1621, 1773, 1403]"
1227,"[1024, 1669, 902, 139, 782, 1041, 19, 535, 1178, 31, 672, 418, 1827, 679, 167, 1581, 943, 309, 186, 830, 1868, 1614, 722, 850, 341, 857, 474, 1889, 738, 1776, 380]","[206, 341, 1451, 31, 1669, 1225, 379, 765, 738, 739]"
1229,"[1156, 1669, 1926, 775, 1295, 1810, 914, 658, 1944, 1561, 794, 1205, 829, 1216, 1987, 1610, 1741, 341, 1624, 349, 738, 1636, 743, 2409, 2419, 1268]","[379, 165, 2339, 1926, 206, 1810, 740, 670, 1687, 748]"
1230,"[0, 577, 740, 774, 2026, 748, 850, 754, 341, 662, 695, 1402, 765, 670]","[1451, 495, 31, 341, 218, 760, 139, 2312, 1784, 1010]"
1231,"[640, 778, 1421, 785, 657, 403, 914, 26, 1696, 1450, 2223, 569, 1225, 206, 1876, 1756, 740, 2406, 2409, 364, 1012, 1784, 2171, 2172]","[830, 218, 189, 495, 206, 341, 31, 1810, 1447, 1010]"
1238,"[1669, 101, 2087, 206, 989, 341, 1079, 1402, 668, 189]","[1817, 218, 830, 495, 189, 1451, 2017, 1756, 760, 667]"
1240,"[1669, 2312, 1421, 1554, 26, 418, 427, 309, 1719, 1848, 63, 338, 2132, 1756, 2016, 2019, 2154, 618, 1907, 2422, 2170]","[139, 1784, 1926, 1451, 1810, 2312, 780, 1516, 1584, 206]"
