User 3884: [(1554, 0.99357796), (754, 0.9638187), (1225, 0.96038514), (1216, 0.746911), (1911, 0.6325283), (1835, 0.5107553), (1058, 0.042835362), (1072, 0.026891034), (1834, 0.0059560356), (1524, 0.0030731573)]
User 5168: [(26, 0.9947391), (31, 0.98386467), (2409, 0.9719802), (2419, 0.96866286), (722, 0.96703213), (327, 0.96674645), (857, 0.9587138), (1171, 0.9553533), (360, 0.9445584), (474, 0.9404045)]
User 4313: [(93, 0.9808491), (0, 0.9718213), (240, 0.9713297), (1836, 0.96062195), (231, 0.9512874), (245, 0.940478), (2074, 0.92501175), (66, 0.9228149), (113, 0.9012695), (267, 0.8918218)]
User 647: [(382, 0.9585056), (379, 0.95380706), (1554, 0.953006), (474, 0.9517841), (748, 0.92610854), (1030, 0.89620644), (1584, 0.8693577), (2339, 0.82005364), (1010, 0.8097417), (1016, 0.8059927)]
User 290: [(341, 0.98732376), (667, 0.9750207), (738, 0.97083765), (1175, 0.93928766), (2046, 0.907201), (380, 0.90238374), (728, 0.8690994), (331, 0.86556363), (781, 0.8634948), (1886, 0.862752)]
User 4958: [(341, 0.95479715), (91, 0.9312875), (738, 0.92987657), (189, 0.92144525), (661, 0.91762316), (1327, 0.91759515), (17, 0.90164465), (798, 0.900357), (670, 0.899179), (778, 0.86297137)]
User 4623: [(379, 0.9899082), (1225, 0.9867229), (627, 0.9845003), (1810, 0.97217506), (895, 0.9684568), (7, 0.95967275), (739, 0.9590807), (806, 0.952583), (1055, 0.9490348), (1972, 0.94681)]
User 549: [(341, 0.9945622), (309, 0.99423146), (1326, 0.99278367), (1383, 0.9870123), (737, 0.9861866), (938, 0.98448074), (2259, 0.98372376), (1157, 0.97819513), (722, 0.97272116), (1861, 0.97265875)]
User 1120: [(740, 0.9499308), (231, 0.90318686), (806, 0.8825739), (226, 0.8708935), (100, 0.8579618), (781, 0.85744596), (2259, 0.85726553), (1789, 0.8419827), (768, 0.8178254), (403, 0.8144363)]
User 1497: [(541, 0.99760073), (165, 0.99547535), (1225, 0.9859752), (31, 0.982294), (705, 0.9822672), (746, 0.97416526), (662, 0.9389362), (996, 0.93173957), (2285, 0.9284432), (1010, 0.854877)]
User 5487: [(382, 0.9742022), (1972, 0.96622777), (31, 0.95239395), (989, 0.9519905), (1183, 0.9443743), (206, 0.93027675), (765, 0.87555075), (347, 0.8725055), (541, 0.85719186), (326, 0.8524924)]
User 4468: [(1207, 0.99576026), (1975, 0.98389775), (842, 0.9779088), (1458, 0.9757622), (1216, 0.9756978), (2184, 0.96952504), (1836, 0.9671376), (1867, 0.9589575), (1974, 0.94953126), (2090, 0.94934916)]
User 3304: [(1010, 0.89629245), (1756, 0.888011), (1784, 0.8658489), (403, 0.8231336), (1079, 0.70296913), (975, 0.6809805), (1974, 0.63661826), (1007, 0.56763273), (226, 0.52920216), (1147, 0.46718988)]
User 1628: [(1225, 0.94726205), (627, 0.9428187), (541, 0.9359607), (2185, 0.9196115), (341, 0.83840674), (2409, 0.68464005), (356, 0.39628842), (1942, 0.110321596), (1556, 0.093661934), (1198, 0.08919122)]
User 299: [(738, 0.9894028), (1451, 0.98931676), (1669, 0.98475325), (857, 0.97423404), (767, 0.9706688), (1499, 0.9697854), (975, 0.9692534), (2090, 0.96635747), (830, 0.96262413), (2165, 0.9250427)]
User 833: [(12, 0.95444506), (1211, 0.93632054), (574, 0.915469), (2271, 0.59715563), (2153, 0.58456117), (2150, 0.3944616), (2390, 0.04310781), (277, 0.029056204), (1002, 0.010779451), (1525, 0.0049809297)]
User 3829: [(740, 0.98013157), (382, 0.97823834), (1225, 0.97627276), (341, 0.9656314), (189, 0.94668746), (349, 0.93218553), (1975, 0.8962048), (665, 0.8431677), (1907, 0.8204579), (304, 0.6260228)]
User 3300: [(760, 0.9825152), (750, 0.9670292), (31, 0.9486049), (670, 0.94122654), (2017, 0.940785), (577, 0.94071543), (576, 0.94011307), (12, 0.9333719), (195, 0.93270135), (1927, 0.9287374)]
User 1163: [(12, 0.9909766), (1030, 0.9768563), (731, 0.9712531), (989, 0.9670022), (135, 0.9658223), (1810, 0.9619554), (380, 0.9572601), (53, 0.9510502), (225, 0.94807434), (1447, 0.94460094)]
User 5984: [(2135, 0.9175376), (2113, 0.86450756), (1784, 0.8119217), (356, 0.7981491), (1849, 0.5775906), (1055, 0.53499895), (1139, 0.3619296), (306, 0.16445823), (815, 0.016765097), (646, 0.0014786258)]
User 2825: [(750, 0.9964766), (744, 0.9843493), (770, 0.9839283), (725, 0.9800642), (737, 0.9777118), (1171, 0.97116697), (2124, 0.96222454), (777, 0.93466365), (674, 0.91019386), (1792, 0.9079391)]
User 2350: [(760, 0.96058786), (695, 0.933502), (495, 0.9146413), (569, 0.87369895), (787, 0.87025225), (326, 0.81779337), (1795, 0.8101176), (2050, 0.8075672), (1173, 0.7542895), (986, 0.74845386)]
User 318: [(341, 0.99732804), (1451, 0.99646086), (382, 0.9949209), (663, 0.98966575), (1669, 0.9874971), (778, 0.9873827), (803, 0.9860395), (627, 0.9839999), (850, 0.98367506), (1030, 0.9833466)]
User 5301: [(1451, 0.9707773), (1636, 0.95165384), (0, 0.95164585), (1450, 0.9391484), (1156, 0.90696687), (265, 0.9042664), (351, 0.90396136), (218, 0.8911559), (2017, 0.8854324), (887, 0.8470393)]
User 975: [(1293, 0.1506697), (453, 0.13646403), (1692, 0.0061648544)]
User 4404: [(379, 0.9892197), (165, 0.989164), (2227, 0.9565773), (1926, 0.95422316), (541, 0.95272267), (2281, 0.95194525), (2339, 0.95033187), (2286, 0.9309157), (688, 0.92163163), (1205, 0.9023753)]
User 189: [(382, 0.9825001), (309, 0.9762106), (662, 0.9641943), (1760, 0.9394233), (770, 0.9168177), (1046, 0.8923395), (1327, 0.8748161), (789, 0.80709803), (773, 0.54469764), (1688, 0.52042985)]
User 387: [(730, 0.9032062), (2164, 0.889442), (774, 0.87034756), (1176, 0.7647105), (759, 0.72791797), (1395, 0.57571024), (842, 0.574386), (2271, 0.22825056), (1331, 0.20087428), (2297, 0.05168123)]
User 1242: [(780, 0.9957703), (1810, 0.994911), (670, 0.9927134), (165, 0.9920855), (748, 0.9890354), (2259, 0.98232126), (572, 0.979116), (2419, 0.96930546), (232, 0.9508107), (2339, 0.945187)]
User 4874: [(7, 0.96448827), (1251, 0.7067632), (1938, 0.1307343), (1161, 0.10807745), (1724, 0.005180927), (1820, 0.0021671187), (67, 6.156312e-05)]
User 3797: [(1584, 0.98559964), (165, 0.9832461), (0, 0.9591921), (2125, 0.93733895), (232, 0.7026379), (686, 0.65272105), (2113, 0.6516414), (1231, 0.63043016), (1465, 0.57425904), (2122, 0.33228388)]
User 5838: [(748, 0.9930611), (165, 0.99300426), (850, 0.99057174), (842, 0.9799453), (1983, 0.88770694), (1916, 0.4425691), (904, 0.17087391), (1428, 0.12452888), (2228, 0.03901581), (711, 0.00030539813)]
User 1780: [(165, 0.97985625), (670, 0.9492369), (751, 0.9238036), (1600, 0.85039645), (2238, 0.7615708), (43, 0.5390685), (351, 0.41786233), (1268, 0.3694993), (2432, 0.28525534), (1173, 0.15848714)]
User 5093: [(341, 0.98772043), (738, 0.97407895), (737, 0.9721252), (2409, 0.96086985), (1014, 0.94474286), (1624, 0.92383915), (478, 0.9081222), (578, 0.89455706), (784, 0.88854986), (2047, 0.8670493)]
User 5273: [(478, 0.9939686), (379, 0.99285275), (760, 0.99161094), (1554, 0.987074), (744, 0.98499936), (1790, 0.9799675), (768, 0.9746128), (2090, 0.9729575), (1687, 0.9720585), (1669, 0.9716561)]
User 1559: [(165, 0.99551743), (748, 0.9953206), (850, 0.99208075), (1669, 0.97787946), (478, 0.96871513), (1459, 0.96837676), (1774, 0.84893423), (1280, 0.83965605), (768, 0.73051375), (922, 0.6629352)]
User 827: [(781, 0.89100945), (309, 0.8297664), (987, 0.8116174), (1924, 0.7922345), (1449, 0.7791732), (2339, 0.7470974), (754, 0.3440078), (2184, 0.33071432), (1922, 0.009384107), (585, 0.003481392)]
User 438: [(206, 0.98265356), (975, 0.96418023), (7, 0.963402), (245, 0.9515932), (1927, 0.944356), (2082, 0.9342869), (769, 0.7801913), (1635, 0.7267734), (726, 0.70658237), (537, 0.69829965)]
User 1710: [(1450, 0.88193864), (576, 0.857383), (1156, 0.48979494), (580, 0.35682568), (68, 0.008294226)]
User 5144: [(1030, 0.9898135), (382, 0.9897826), (541, 0.96617717), (1554, 0.96278423), (1883, 0.9533705), (1361, 0.95004636), (1784, 0.91753983), (1907, 0.9007175), (662, 0.88348335), (1450, 0.87033653)]
User 2246: [(541, 0.9959622), (206, 0.9927624), (737, 0.99264365), (667, 0.9918465), (189, 0.98937047), (1669, 0.98883235), (761, 0.98386025), (478, 0.98166335), (2087, 0.9811613), (587, 0.97545195)]
User 1376: [(6, 0.970818), (755, 0.95856297), (1220, 0.95105916), (1456, 0.93823415), (1211, 0.9219633), (1804, 0.9056167), (1455, 0.730784), (914, 0.5565127), (1465, 0.4373381), (1515, 0.42594436)]
User 594: [(1030, 0.9682568), (206, 0.9444899), (0, 0.93875146), (31, 0.92991275), (830, 0.90188557), (16, 0.88771194), (1085, 0.88018733), (1784, 0.87342745), (1091, 0.6745634), (679, 0.3051554)]
User 3598: [(767, 0.99597967), (803, 0.9957023), (2090, 0.9952798), (0, 0.9918608), (1760, 0.9917698), (739, 0.98799497), (382, 0.9876638), (737, 0.9864144), (761, 0.98371214), (782, 0.98365456)]
User 264: [(1451, 0.99562943), (474, 0.9904991), (382, 0.9884547), (1259, 0.97853106), (1600, 0.95071566), (746, 0.9427857), (2182, 0.89442176), (1793, 0.88083655), (659, 0.87641656), (1270, 0.8439025)]
User 4521: [(517, 0.98709005), (1205, 0.9751762), (748, 0.9615403), (1, 0.93778974), (1974, 0.88611054), (1276, 0.8807048), (1419, 0.87987345), (1404, 0.87817734), (1208, 0.8446111), (2113, 0.82578534)]
User 5343: [(379, 0.9917368), (930, 0.9593255), (1889, 0.9416718), (226, 0.93922454), (2151, 0.9383848), (1784, 0.9308806), (1216, 0.92587405), (6, 0.9151631), (1042, 0.8865495), (113, 0.8346575)]
User 3780: [(1687, 0.96531725), (722, 0.9450558), (1350, 0.93402976), (2093, 0.91632307), (2215, 0.8931845), (789, 0.8931197), (1944, 0.8872053), (1317, 0.8782209), (1429, 0.7119512), (1941, 0.69838476)]
User 3536: [(2339, 0.94834685), (1836, 0.6922236), (988, 0.49173075), (1036, 0.42342654)]
User 628: [(1028, 0.99875), (97, 0.9850498), (1326, 0.9638875), (1243, 0.9597249), (2339, 0.88386124), (1294, 0.8625598), (1296, 0.8598944), (226, 0.7839387), (5, 0.78300416), (1227, 0.7252331)]
User 4342: [(349, 0.99147284), (478, 0.9880024), (2215, 0.9852964), (341, 0.9847306), (2392, 0.9838674), (1944, 0.9827057), (767, 0.98210895), (737, 0.9799099), (1004, 0.9780611), (31, 0.9777429)]
User 2113: [(765, 0.9945977), (627, 0.9904056), (954, 0.95779324), (541, 0.9417539), (2339, 0.93633884), (1696, 0.85989696), (1885, 0.79979175), (743, 0.75396836), (1327, 0.72824657), (801, 0.5504399)]
User 4412: [(1889, 0.90502256), (206, 0.9038904), (1784, 0.8994472), (1179, 0.8584994), (666, 0.738027), (1744, 0.72807914), (1690, 0.69730914), (769, 0.62172693), (1614, 0.07181866), (2111, 0.044435512)]
User 4333: [(382, 0.9741329), (1225, 0.9679993), (231, 0.96643907), (748, 0.9615656), (165, 0.95821226), (780, 0.95401835), (765, 0.9528739), (1584, 0.9478274), (2144, 0.93485904), (1968, 0.90077674)]
User 5289: [(341, 0.9668987), (206, 0.96566343), (189, 0.96160704), (738, 0.952102), (1687, 0.9375164), (1784, 0.90520686), (1883, 0.88790494), (1421, 0.84892195), (761, 0.7178625), (1, 0.49769405)]
User 391: [(379, 0.98989433), (778, 0.9896773), (753, 0.98814315), (1459, 0.98749405), (0, 0.9843685), (806, 0.9831594), (206, 0.98174554), (541, 0.9791534), (695, 0.97901434), (755, 0.96781194)]
User 1457: [(382, 0.9909242), (748, 0.9879376), (1225, 0.97622097), (0, 0.9642742), (1183, 0.9591081), (462, 0.9492392), (791, 0.89532816), (22, 0.8655329), (2380, 0.66476625), (2392, 0.46155277)]
User 3124: [(1554, 0.9974896), (627, 0.99343514), (837, 0.9917629), (748, 0.9889531), (740, 0.9888819), (1584, 0.98798907), (1451, 0.9854698), (1361, 0.9812728), (6, 0.9795716), (341, 0.97896063)]
User 5551: [(1554, 0.99850035), (748, 0.99670464), (954, 0.98882234), (1225, 0.9819197), (1926, 0.978562), (226, 0.97714716), (1157, 0.9700598), (662, 0.96651655), (16, 0.9654236), (189, 0.9650131)]
User 3269: [(349, 0.9927406), (206, 0.987823), (1451, 0.9877965), (2090, 0.98364186), (1687, 0.9775228), (657, 0.97740877), (1696, 0.97708523), (1554, 0.96998763), (742, 0.9667558), (782, 0.9650633)]
User 3726: [(738, 0.9738324), (794, 0.9360847), (1889, 0.92690206), (1718, 0.62777144), (1639, 0.33439773), (2045, 0.32211977), (1413, 0.19496576), (1066, 0.191205), (1608, 0.1565287), (940, 0.0020990227)]
User 5818: [(748, 0.85496694), (850, 0.80152434), (785, 0.6921038), (1600, 0.67141116), (1636, 0.6475936), (1796, 0.5964755), (823, 0.53488964), (1659, 0.5303954), (1169, 0.5216069), (1660, 0.4447372)]
User 5245: [(627, 0.98624724), (1361, 0.9801123), (186, 0.979454), (1669, 0.9751394), (309, 0.9720685), (1205, 0.9716973), (1207, 0.96797323), (765, 0.96496314), (1451, 0.9605888), (1211, 0.957449)]
User 5998: [(1451, 0.98533744), (478, 0.9779112), (206, 0.9768521), (541, 0.9764072), (803, 0.9698148), (695, 0.96577615), (989, 0.96171755), (577, 0.96060413), (667, 0.95968497), (309, 0.9459737)]
User 956: [(36, 0.9910091), (780, 0.98730075), (572, 0.9828305), (382, 0.98177254), (1225, 0.9751892), (577, 0.9629458), (1030, 0.956206), (1817, 0.95008355), (1889, 0.9498611), (218, 0.9435196)]
User 4529: [(165, 0.9932382), (665, 0.9764265), (1207, 0.97074586), (1451, 0.9698065), (1776, 0.9647857), (349, 0.9634844), (1179, 0.96199435), (1774, 0.9376065), (1778, 0.922612), (2237, 0.80588186)]
User 3144: [(739, 0.98695636), (0, 0.97802275), (753, 0.9418202), (774, 0.933065), (857, 0.92874134), (2389, 0.8210136), (1415, 0.8166041), (1728, 0.54988414), (466, 0.53823245), (2182, 0.40793806)]
User 5730: [(341, 0.9888305), (1451, 0.9874743), (845, 0.9704737), (36, 0.96312326), (1554, 0.94874835), (722, 0.94251376), (803, 0.9392251), (569, 0.91237617), (347, 0.9018661), (690, 0.8064978)]
User 1815: [(1554, 0.9968605), (1225, 0.9749943), (2130, 0.93544585), (244, 0.84249586), (121, 0.41392347), (1685, 0.30756453), (2085, 0.027854737)]
User 61: [(566, 0.987818), (1861, 0.9856859), (1179, 0.97484344), (737, 0.97467744), (771, 0.9651108), (1225, 0.96447253), (17, 0.96236795), (750, 0.9599105), (798, 0.95825374), (2049, 0.95729744)]
User 1152: [(1927, 0.98580986), (1756, 0.83944386), (1561, 0.8021836), (1427, 0.20344019), (1847, 0.11255062), (1956, 0.00435831), (153, 0.001167038), (1830, 8.4479136e-05)]
User 2111: [(1669, 0.9772913), (0, 0.95961833), (309, 0.95451033), (1420, 0.20011482), (71, 0.043938376), (681, 0.0036429865)]
User 507: [(379, 0.9906769), (349, 0.97338563), (204, 0.9610192), (1251, 0.8614935), (1706, 0.8089706), (2409, 0.7729279), (19, 0.6427218), (2026, 0.5880266), (1350, 0.587504), (1689, 0.564963)]
User 5541: [(578, 0.97803307), (1886, 0.9744217), (740, 0.9695812), (765, 0.95084584), (2215, 0.91688716), (1691, 0.91221553), (2270, 0.90795135), (220, 0.9061746), (2144, 0.8838385), (1219, 0.809694)]
User 1100: [(1554, 0.993807), (748, 0.9904805), (740, 0.98923546), (1810, 0.9864804), (738, 0.9836231), (1669, 0.9732674), (785, 0.95933694), (139, 0.9559593), (541, 0.95525676), (658, 0.94548154)]
User 896: [(1906, 0.9692476), (662, 0.9522923), (856, 0.95163584), (7, 0.9400844), (667, 0.9390166), (232, 0.9122945), (954, 0.9040439), (1470, 0.89433116), (1474, 0.89173055), (2144, 0.8896043)]
User 638: [(842, 0.9837053), (1554, 0.96523863), (975, 0.96207833), (1265, 0.9595059), (309, 0.95824903), (1805, 0.9446234), (418, 0.93517715), (2281, 0.92600733), (1531, 0.9204278), (594, 0.9118967)]
User 3280: [(627, 0.99460596), (765, 0.9942545), (780, 0.99322647), (740, 0.9870978), (975, 0.9808477), (204, 0.97820103), (755, 0.97521204), (341, 0.9558686), (924, 0.9527465), (1806, 0.95233536)]
User 5566: [(780, 0.9896623), (379, 0.98754954), (1554, 0.98333836), (0, 0.97437686), (738, 0.9698267), (695, 0.9620689), (803, 0.96109915), (1277, 0.9391414), (1804, 0.8995038), (1886, 0.89482635)]
User 801: [(2090, 0.9906035), (1983, 0.97499484), (1327, 0.97367984), (817, 0.9711474), (740, 0.96377623), (670, 0.96202576), (975, 0.95813805), (1429, 0.9505146), (1944, 0.949222), (1299, 0.94886255)]
User 2077: [(857, 0.7381709), (1907, 0.7242456), (100, 0.68216157), (2178, 0.63833344), (1925, 0.6026429), (722, 0.57721555), (986, 0.4778856), (1216, 0.43709588), (2031, 0.29881302), (1154, 0.21888044)]
User 5857: [(842, 0.99137104), (379, 0.98899734), (780, 0.98588425), (231, 0.97961056), (930, 0.97802323), (1206, 0.96909034), (778, 0.9665328), (1591, 0.9661825), (213, 0.94312984), (1089, 0.9400767)]
User 4471: [(382, 0.9845745), (189, 0.98427), (1810, 0.98157513), (765, 0.9769802), (2259, 0.971808), (857, 0.9652582), (1030, 0.9582834), (806, 0.95612776), (232, 0.9470021), (798, 0.93460906)]
User 3270: [(380, 0.9473619), (1177, 0.9402616), (1842, 0.9391272), (670, 0.9378892), (781, 0.9307465), (379, 0.9295368), (38, 0.9292853), (1669, 0.91907924), (231, 0.9047268), (1977, 0.9014275)]
User 5329: [(1397, 0.99410963), (36, 0.9792362), (38, 0.97839737), (1276, 0.97713727), (1656, 0.9742321), (1927, 0.97319263), (1932, 0.97036374), (1451, 0.969981), (1885, 0.9697983), (100, 0.96896344)]
User 3809: [(165, 0.99012357), (349, 0.98408693), (670, 0.9836813), (753, 0.9791668), (857, 0.94302815), (762, 0.9241897), (774, 0.90723), (22, 0.8111172), (1419, 0.59887576), (351, 0.47265798)]
User 6027: [(578, 0.9619715), (737, 0.9602971), (575, 0.8890908), (1939, 0.88805413), (1181, 0.78299284), (823, 0.6961195), (1496, 0.46915516), (1345, 0.36399537), (2241, 0.28437868), (2264, 0.15107785)]
User 4171: [(794, 0.947697), (954, 0.84206957), (1938, 0.21071106), (1066, 0.17818628), (1027, 0.11343402), (2424, 0.100097544), (2160, 0.049639568), (846, 0.033637453), (2175, 0.009912547), (2378, 0.0076852725)]
User 414: [(165, 0.9927045), (478, 0.9905813), (382, 0.98954284), (791, 0.9818694), (26, 0.9622606), (232, 0.9539601), (32, 0.92912555), (1055, 0.92723703), (742, 0.9259636), (2270, 0.91845584)]
User 1951: [(31, 0.9615155), (1554, 0.9482978), (791, 0.93952996), (167, 0.93534666), (2259, 0.9308091), (657, 0.9158385), (2164, 0.91411215), (1925, 0.9076429), (884, 0.87900645), (1091, 0.86168265)]
User 4375: [(639, 0.98690236), (837, 0.98666763), (1710, 0.980802), (204, 0.9757681), (1867, 0.9663924), (1064, 0.9634249), (333, 0.950908), (226, 0.94986504), (965, 0.9471459), (1448, 0.94455785)]
User 1233: [(2409, 0.81484747), (1322, 0.46009922), (1769, 0.036559347), (1807, 0.02053593), (1506, 0.012529672)]
User 1359: [(189, 0.9598569), (0, 0.9127647), (1758, 0.83865416), (1866, 0.80218923), (1449, 0.7435629), (1735, 0.51079816), (1519, 0.10105569), (561, 0.036432084), (1829, 0.028054329), (1594, 0.0067331064)]
User 1226: [(36, 0.99378806), (432, 0.9623037), (2333, 0.95964444), (167, 0.9586194), (225, 0.9553894), (989, 0.9404565), (1817, 0.93588984), (570, 0.85072654), (1014, 0.848693), (830, 0.81686985)]
User 3441: [(382, 0.998353), (740, 0.9981437), (670, 0.9957533), (206, 0.9953021), (349, 0.9915337), (1790, 0.9576592), (744, 0.94709605), (160, 0.9044519), (1317, 0.85230505), (2172, 0.8349878)]
User 5454: [(474, 0.9745569), (1451, 0.9724645), (356, 0.9556059), (738, 0.94884115), (1374, 0.9458363), (577, 0.93609965), (155, 0.9294198), (857, 0.924831), (705, 0.923256), (1687, 0.9125093)]
User 3503: [(1669, 0.9732892), (1848, 0.9530997), (924, 0.9473579), (495, 0.93645453), (1974, 0.9273512), (1447, 0.89830524), (2409, 0.8922418), (2017, 0.86201364), (1012, 0.8505878), (2087, 0.8085503)]
User 6020: [(26, 0.99253196), (1389, 0.990022), (1016, 0.98882896), (778, 0.98234266), (1157, 0.96881795), (1609, 0.9681579), (1451, 0.96116763), (364, 0.92963564), (327, 0.790713), (1638, 0.7569321)]
User 4665: [(1451, 0.99065596), (1669, 0.97566074), (1177, 0.64327115), (462, 0.21914233), (345, 0.018644698), (2218, 0.0002571432), (1069, 0.00025232957), (494, 4.005567e-05), (366, 3.7491438e-05), (180, 6.34511e-07)]
User 2678: [(670, 0.9929396), (740, 0.99247724), (748, 0.9883923), (1669, 0.9863258), (1183, 0.9848237), (1459, 0.97755265), (309, 0.9769056), (657, 0.97208977), (785, 0.9694984), (2259, 0.96824515)]
User 3108: [(2406, 0.9383997), (1924, 0.8480097), (1861, 0.84547144), (1907, 0.764475), (736, 0.7449977), (190, 0.6310111), (303, 0.5289825), (782, 0.35546738), (2385, 0.14500831), (1917, 0.03784625)]
User 4142: [(670, 0.9893385), (1174, 0.97977257), (776, 0.97795963), (744, 0.96415615), (785, 0.95885), (1317, 0.8869177), (1416, 0.82715476), (1659, 0.61603475), (2349, 0.55032516), (2133, 0.032101493)]
User 4323: [(1638, 0.6751873), (1618, 0.58697784), (2020, 0.002376233)]
User 5261: [(1451, 0.9917727), (737, 0.99153906), (726, 0.9814212), (798, 0.97042274), (195, 0.9544595), (745, 0.95153284), (1257, 0.94042957), (742, 0.93542916), (1910, 0.90114903), (574, 0.8992358)]
User 4486: [(379, 0.98801047), (1636, 0.97834444), (778, 0.9774236), (22, 0.97258997), (1848, 0.955561), (1326, 0.9519636), (349, 0.9505088), (433, 0.94314426), (1419, 0.92501515), (1629, 0.9205258)]
User 3950: [(780, 0.9917452), (594, 0.9307494), (1317, 0.8837199), (1911, 0.6547503), (1442, 0.3387486), (1255, 0.102986805), (1532, 0.073411725), (580, 0.061919607), (2209, 0.054908305), (1893, 0.025840368)]
User 4711: [(627, 0.99256283), (806, 0.98119664), (309, 0.97941923), (0, 0.97941077), (740, 0.9784242), (1760, 0.9754988), (1183, 0.9689492), (857, 0.9656187), (139, 0.96326977), (1451, 0.9520882)]
User 5507: [(1417, 0.9668482), (2178, 0.96094984), (2112, 0.95822495), (670, 0.9578604), (1451, 0.9555612), (573, 0.949854), (2090, 0.9463028), (1416, 0.94271624), (309, 0.93855935), (403, 0.93538487)]
User 4047: [(780, 0.98938507), (1911, 0.96848655), (738, 0.9676646), (1835, 0.96121526), (1454, 0.95652133), (1762, 0.95141447), (975, 0.94491416), (280, 0.93301135), (1274, 0.92594624), (1456, 0.9211954)]
User 4753: [(989, 0.9553267), (1225, 0.9478302), (1926, 0.91143894), (1784, 0.9097718), (577, 0.8396381), (769, 0.75443685), (1796, 0.4175152), (75, 0.11862044), (1448, 0.09310515), (1315, 0.051751938)]
User 879: [(748, 0.96487516), (1668, 0.9029), (1644, 0.65009815), (289, 0.49812913), (1785, 0.48427123), (2406, 0.41739327), (155, 0.3718941), (689, 0.1947002), (275, 0.13620508), (1917, 0.09375309)]
User 4357: [(382, 0.981167), (1816, 0.96486783), (1, 0.9393318), (2135, 0.9204742), (2164, 0.5184626), (686, 0.44968426), (1178, 0.21538654), (2182, 0.1834536), (664, 0.15639903), (1302, 0.07488192)]
User 5841: [(705, 0.9946051), (356, 0.9789853), (576, 0.9745686), (1810, 0.9693011), (1731, 0.96466607), (768, 0.9309484), (579, 0.9274016), (589, 0.9167676), (206, 0.90626657), (1729, 0.8926866)]
User 1542: [(627, 0.98252845), (954, 0.98094153), (1669, 0.9653553), (975, 0.9590262), (245, 0.9508084), (237, 0.8435956), (1889, 0.8207016), (1183, 0.782408), (1055, 0.6050069), (148, 0.48235297)]
User 5769: [(1866, 0.8772551), (2389, 0.536427), (798, 0.37798253), (579, 0.033622537)]
User 542: [(1980, 0.9771588), (1216, 0.9733204), (948, 0.9605966), (1215, 0.95795685), (739, 0.94947106), (975, 0.9471413), (954, 0.9450066), (6, 0.94449), (1976, 0.9359885), (1461, 0.93507457)]
User 741: [(748, 0.9970065), (2339, 0.9731986), (349, 0.9669216), (1124, 0.9315727), (160, 0.683402), (2307, 0.58049846), (1109, 0.0048171785), (2192, 0.003903605), (90, 0.00055742724), (1994, 0.00031710556)]
User 2399: [(765, 0.9932313), (738, 0.9733743), (1669, 0.9689077), (303, 0.01767526), (2083, 0.0005558788)]
User 3942: [(670, 0.98120797), (1183, 0.97809464), (382, 0.9743267), (206, 0.9632042), (857, 0.9508164), (1696, 0.946462), (17, 0.86971587), (1498, 0.81653684), (1610, 0.20597062), (1565, 0.029616531)]
User 1: [(226, 0.9210349), (418, 0.8869859), (1174, 0.88439244), (1046, 0.8708912), (930, 0.8016153), (733, 0.700041), (1600, 0.65575236), (2130, 0.65265894), (1758, 0.65179527), (1207, 0.6006956)]
User 2908: [(2053, 0.9934928), (1885, 0.9926536), (850, 0.989417), (226, 0.9885576), (2165, 0.9860286), (938, 0.9856324), (2323, 0.9848712), (943, 0.9845546), (1154, 0.9822855), (2268, 0.9809419)]
User 67: [(695, 0.9858095), (1600, 0.9857362), (1251, 0.9854085), (1183, 0.9767071), (987, 0.8975612), (2149, 0.8386488), (1472, 0.35664663), (855, 0.33114782), (431, 0.15807563), (1602, 0.051654994)]
User 5601: [(930, 0.9729235), (1016, 0.97282696), (914, 0.97039056), (1944, 0.9627472), (1451, 0.9581884), (379, 0.9533688), (767, 0.9496498), (797, 0.9487969), (1600, 0.94546914), (1610, 0.94426507)]
User 3690: [(165, 0.9918321), (803, 0.9721534), (670, 0.96617347), (1691, 0.83507454), (2183, 0.83506835), (1862, 0.3114562), (1946, 0.2484749), (97, 0.21588404), (2390, 0.20318724), (1263, 0.0016390684)]
User 3210: [(778, 0.98658425), (746, 0.95777303), (36, 0.94901055), (1173, 0.9077721), (777, 0.8293483), (726, 0.78873825), (2090, 0.7844718), (1625, 0.11759249), (1609, 0.09600451), (1766, 0.020557761)]
User 3205: [(1927, 0.9738114), (1925, 0.97310907), (139, 0.96608704), (1030, 0.9551549), (778, 0.9397916), (1756, 0.92957085), (2171, 0.9261881), (364, 0.87806416), (1515, 0.68073887), (991, 0.66184527)]
User 3032: [(379, 0.9905183), (165, 0.9754125), (231, 0.9744319), (309, 0.9729945), (739, 0.96361345), (139, 0.96320754), (1030, 0.9453547), (738, 0.9269741), (31, 0.8985231), (1449, 0.8552543)]
User 3688: [(1049, 0.9617045), (1927, 0.93481636), (113, 0.9318322), (1810, 0.9123013), (1374, 0.86849344), (1866, 0.8489327), (85, 0.84668714), (498, 0.8318831), (191, 0.78789383), (1131, 0.73969775)]
User 933: [(380, 0.965181), (231, 0.9633262), (765, 0.96314204), (347, 0.95490867), (1225, 0.9480686), (739, 0.9394009), (85, 0.933056), (1459, 0.9319845), (1974, 0.91902447), (1760, 0.8943181)]
